trip_id,pickup_datetime,dropoff_datetime,pickup_location_id,dropoff_location_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,payment_type,vendor_id,trip_duration,pickup_hour,pickup_day,pickup_month,pickup_date,is_weekend,fare_per_km,tip_per
2528,2024-01-12 04:07:00,2024-01-12 05:09:00,171,106,1,11.45,269.99,34.7,304.69,Card,2,62.0,4,Friday,January,2024-01-12,False,23.58,12.85
2529,2024-01-17 03:05:00,2024-01-17 03:55:00,33,254,2,7.01,178.07,10.15,188.22,Card,1,50.0,3,Wednesday,January,2024-01-17,False,25.4,5.7
2530,2024-01-21 15:50:00,2024-01-21 17:00:00,181,98,4,17.49,359.43,71.73,431.16,Card,1,70.0,15,Sunday,January,2024-01-21,False,20.55,19.96
2531,2024-01-05 14:43:00,2024-01-05 15:12:00,184,119,1,18.82,404.64,65.45,470.09,Card,1,29.0,14,Friday,January,2024-01-05,False,21.5,16.17
2532,2024-01-20 02:43:00,2024-01-20 04:00:00,87,226,2,5.32,141.7,24.9,166.6,Card,1,77.0,2,Saturday,January,2024-01-20,False,26.64,17.57
2533,2024-01-26 12:07:00,2024-01-26 12:38:00,69,152,1,22.95,480.72,39.39,520.11,Card,1,31.0,12,Friday,January,2024-01-26,False,20.95,8.19
2534,2024-01-08 15:25:00,2024-01-08 15:30:00,26,203,3,19.03,395.79,26.05,421.84,Card,2,5.0,15,Monday,January,2024-01-08,False,20.8,6.58
2535,2024-01-01 02:41:00,2024-01-01 03:59:00,6,163,1,23.4,483.48,61.53,545.01,Card,1,78.0,2,Monday,January,2024-01-01,False,20.66,12.73
2536,2024-01-12 03:09:00,2024-01-12 03:55:00,256,122,1,8.61,211.39,35.05,246.44,Cash,1,46.0,3,Friday,January,2024-01-12,False,24.55,16.58
2537,2024-01-10 21:06:00,2024-01-10 22:02:00,182,16,2,23.54,471.42,68.67,540.09,Cash,1,56.0,21,Wednesday,January,2024-01-10,False,20.03,14.57
2538,2024-01-20 22:51:00,2024-01-20 23:20:00,260,106,1,9.84,237.25,34.32,271.57,Card,2,29.0,22,Saturday,January,2024-01-20,False,24.11,14.47
2539,2024-01-03 08:30:00,2024-01-03 09:28:00,234,262,1,2.3,110.14,18.01,128.15,Card,1,58.0,8,Wednesday,January,2024-01-03,False,47.89,16.35
2540,2024-01-05 03:57:00,2024-01-05 05:08:00,207,20,2,19.31,410.67,34.52,445.19,Card,2,71.0,3,Friday,January,2024-01-05,False,21.27,8.41
2541,2024-01-09 19:33:00,2024-01-09 19:43:00,77,244,3,17.88,379.96,56.7,436.66,Card,1,10.0,19,Tuesday,January,2024-01-09,False,21.25,14.92
2542,2024-01-30 05:32:00,2024-01-30 06:34:00,168,244,1,15.35,346.02,37.65,383.67,Card,2,62.0,5,Tuesday,January,2024-01-30,False,22.54,10.88
2543,2024-01-01 09:01:00,2024-01-01 10:15:00,56,212,3,12.76,277.64,16.79,294.43,Card,2,74.0,9,Monday,January,2024-01-01,False,21.76,6.05
2544,2024-01-16 03:37:00,2024-01-16 04:34:00,81,224,3,1.77,73.73,5.92,79.65,Card,2,57.0,3,Tuesday,January,2024-01-16,False,41.66,8.03
2545,2024-01-27 07:01:00,2024-01-27 08:11:00,167,262,2,15.99,328.78,55.6,384.38,Card,2,70.0,7,Saturday,January,2024-01-27,False,20.56,16.91
2546,2024-01-10 07:48:00,2024-01-10 08:50:00,176,220,2,11.0,259.32,47.82,307.14,Cash,1,62.0,7,Wednesday,January,2024-01-10,False,23.57,18.44
2547,2024-01-08 02:58:00,2024-01-08 04:24:00,149,8,1,14.45,325.01,30.04,355.05,Card,2,86.0,2,Monday,January,2024-01-08,False,22.49,9.24
2548,2024-01-12 03:24:00,2024-01-12 03:30:00,256,14,1,11.3,262.45,20.62,283.07,Card,1,6.0,3,Friday,January,2024-01-12,False,23.23,7.86
2549,2024-01-21 10:11:00,2024-01-21 11:31:00,206,130,1,24.19,502.57,27.14,529.71,Cash,2,80.0,10,Sunday,January,2024-01-21,False,20.78,5.4
2550,2024-01-04 19:09:00,2024-01-04 19:35:00,30,22,1,15.5,339.94,65.32,405.26,Card,2,26.0,19,Thursday,January,2024-01-04,False,21.93,19.22
2551,2024-01-21 00:54:00,2024-01-21 01:35:00,218,225,1,18.98,392.77,59.93,452.7,Cash,2,41.0,0,Sunday,January,2024-01-21,False,20.69,15.26
2552,2024-01-05 08:16:00,2024-01-05 08:40:00,231,235,1,23.47,467.9,90.56,558.46,Card,2,24.0,8,Friday,January,2024-01-05,False,19.94,19.35
2553,2024-01-08 10:40:00,2024-01-08 11:08:00,162,199,2,15.2,341.34,61.3,402.64,Cash,2,28.0,10,Monday,January,2024-01-08,False,22.46,17.96
2554,2024-01-24 13:37:00,2024-01-24 15:05:00,217,134,2,1.29,66.33,6.7,73.03,Cash,1,88.0,13,Wednesday,January,2024-01-24,False,51.42,10.1
2555,2024-01-24 07:58:00,2024-01-24 09:07:00,228,178,4,1.82,89.05,5.96,95.01,Card,2,69.0,7,Wednesday,January,2024-01-24,False,48.93,6.69
2556,2024-01-02 03:31:00,2024-01-02 04:40:00,221,44,1,17.86,370.9,46.31,417.21,Cash,1,69.0,3,Tuesday,January,2024-01-02,False,20.77,12.49
2557,2024-01-14 07:54:00,2024-01-14 09:19:00,234,8,1,7.7,186.74,10.09,196.83,Card,2,85.0,7,Sunday,January,2024-01-14,False,24.25,5.4
2558,2024-01-18 09:31:00,2024-01-18 09:36:00,73,27,1,14.91,327.76,23.76,351.52,Card,2,5.0,9,Thursday,January,2024-01-18,False,21.98,7.25
2559,2024-01-20 00:26:00,2024-01-20 00:33:00,95,51,1,5.85,152.24,12.94,165.18,Card,2,7.0,0,Saturday,January,2024-01-20,False,26.02,8.5
2560,2024-01-07 14:38:00,2024-01-07 15:28:00,95,69,2,7.49,202.31,30.32,232.63,Card,2,50.0,14,Sunday,January,2024-01-07,False,27.01,14.99
2561,2024-01-12 05:44:00,2024-01-12 06:43:00,243,44,1,13.11,288.16,36.45,324.61,Card,1,59.0,5,Friday,January,2024-01-12,False,21.98,12.65
2562,2024-01-24 11:07:00,2024-01-24 12:26:00,263,175,1,24.41,499.7,47.65,547.35,Card,2,79.0,11,Wednesday,January,2024-01-24,False,20.47,9.54
2563,2024-01-16 00:21:00,2024-01-16 01:51:00,124,119,1,15.79,346.05,46.62,392.67,Cash,1,90.0,0,Tuesday,January,2024-01-16,False,21.92,13.47
2564,2024-01-07 23:08:00,2024-01-08 00:16:00,109,181,1,23.47,482.95,33.22,516.17,Card,1,68.0,23,Sunday,January,2024-01-07,False,20.58,6.88
2565,2024-01-09 15:28:00,2024-01-09 16:17:00,48,53,1,24.03,499.64,81.62,581.26,Cash,1,49.0,15,Tuesday,January,2024-01-09,False,20.79,16.34
2566,2024-01-24 15:31:00,2024-01-24 16:01:00,95,191,1,5.99,154.75,24.27,179.02,Card,1,30.0,15,Wednesday,January,2024-01-24,False,25.83,15.68
2567,2024-01-22 03:27:00,2024-01-22 04:48:00,33,194,1,8.47,195.04,16.09,211.13,Card,1,81.0,3,Monday,January,2024-01-22,False,23.03,8.25
2568,2024-01-13 18:34:00,2024-01-13 19:43:00,118,40,1,19.48,392.3,55.3,447.6,Card,1,69.0,18,Saturday,January,2024-01-13,False,20.14,14.1
2569,2024-01-24 23:01:00,2024-01-24 23:29:00,132,78,1,21.8,458.74,57.57,516.31,Cash,2,28.0,23,Wednesday,January,2024-01-24,False,21.04,12.55
2570,2024-01-22 00:14:00,2024-01-22 01:32:00,251,189,2,13.46,311.48,18.42,329.9,Cash,1,78.0,0,Monday,January,2024-01-22,False,23.14,5.91
2571,2024-01-13 20:29:00,2024-01-13 21:08:00,122,95,1,24.84,496.2,45.51,541.71,Card,1,39.0,20,Saturday,January,2024-01-13,False,19.98,9.17
2572,2024-01-11 01:12:00,2024-01-11 01:40:00,218,25,1,1.28,83.85,16.76,100.61,Card,1,28.0,1,Thursday,January,2024-01-11,False,65.51,19.99
2573,2024-01-03 09:51:00,2024-01-03 10:23:00,53,103,1,8.19,187.69,12.19,199.88,Card,1,32.0,9,Wednesday,January,2024-01-03,False,22.92,6.49
2574,2024-01-30 00:36:00,2024-01-30 02:00:00,126,159,1,15.96,332.94,41.94,374.88,Card,1,84.0,0,Tuesday,January,2024-01-30,False,20.86,12.6
2575,2024-01-22 00:28:00,2024-01-22 00:48:00,159,208,1,12.26,281.36,49.91,331.27,Card,1,20.0,0,Monday,January,2024-01-22,False,22.95,17.74
2576,2024-01-06 18:49:00,2024-01-06 19:52:00,159,94,1,3.8,110.38,10.5,120.88,Card,2,63.0,18,Saturday,January,2024-01-06,False,29.05,9.51
2577,2024-01-25 05:05:00,2024-01-25 06:30:00,89,39,1,9.83,231.0,20.58,251.58,Card,2,85.0,5,Thursday,January,2024-01-25,False,23.5,8.91
2578,2024-01-20 15:12:00,2024-01-20 16:10:00,176,164,1,1.61,88.86,16.32,105.18,Card,1,58.0,15,Saturday,January,2024-01-20,False,55.19,18.37
2579,2024-01-30 18:05:00,2024-01-30 19:28:00,159,55,3,16.43,358.72,34.34,393.06,Card,1,83.0,18,Tuesday,January,2024-01-30,False,21.83,9.57
2580,2024-01-05 10:37:00,2024-01-05 10:57:00,249,72,3,22.43,457.35,67.56,524.91,Card,2,20.0,10,Friday,January,2024-01-05,False,20.39,14.77
2581,2024-01-23 11:33:00,2024-01-23 11:52:00,122,42,1,22.24,459.23,73.96,533.19,Card,1,19.0,11,Tuesday,January,2024-01-23,False,20.65,16.11
2582,2024-01-25 16:05:00,2024-01-25 16:20:00,237,132,1,17.79,376.41,63.35,439.76,Card,2,15.0,16,Thursday,January,2024-01-25,False,21.16,16.83
2583,2024-01-18 01:30:00,2024-01-18 02:39:00,125,21,2,12.18,260.81,51.96,312.77,Card,2,69.0,1,Thursday,January,2024-01-18,False,21.41,19.92
2584,2024-01-13 16:44:00,2024-01-13 18:07:00,92,1,3,13.29,301.5,51.4,352.9,Cash,2,83.0,16,Saturday,January,2024-01-13,False,22.69,17.05
2585,2024-01-14 04:34:00,2024-01-14 05:46:00,105,166,5,4.29,122.39,18.18,140.57,Card,1,72.0,4,Sunday,January,2024-01-14,False,28.53,14.85
2586,2024-01-17 04:04:00,2024-01-17 04:51:00,42,60,1,9.18,206.19,38.0,244.19,Cash,2,47.0,4,Wednesday,January,2024-01-17,False,22.46,18.43
2587,2024-01-13 09:13:00,2024-01-13 10:26:00,129,76,1,5.51,152.72,28.38,181.1,Card,2,73.0,9,Saturday,January,2024-01-13,False,27.72,18.58
2588,2024-01-18 10:42:00,2024-01-18 10:59:00,53,91,2,20.71,438.75,85.98,524.73,Cash,1,17.0,10,Thursday,January,2024-01-18,False,21.19,19.6
2589,2024-01-04 11:37:00,2024-01-04 11:51:00,168,207,3,22.95,457.62,76.18,533.8,Card,1,14.0,11,Thursday,January,2024-01-04,False,19.94,16.65
2590,2024-01-12 08:50:00,2024-01-12 10:09:00,90,88,1,13.89,290.41,23.01,313.42,Cash,2,79.0,8,Friday,January,2024-01-12,False,20.91,7.92
2591,2024-01-21 07:32:00,2024-01-21 08:58:00,247,82,2,18.47,375.76,58.8,434.56,Card,1,86.0,7,Sunday,January,2024-01-21,False,20.34,15.65
2592,2024-01-06 13:19:00,2024-01-06 14:04:00,174,17,1,3.92,121.47,7.44,128.91,Card,1,45.0,13,Saturday,January,2024-01-06,False,30.99,6.12
2593,2024-01-16 13:56:00,2024-01-16 14:50:00,87,210,1,15.6,338.21,33.04,371.25,Card,2,54.0,13,Tuesday,January,2024-01-16,False,21.68,9.77
2594,2024-01-30 20:03:00,2024-01-30 21:18:00,150,53,1,17.87,367.45,24.76,392.21,Card,1,75.0,20,Tuesday,January,2024-01-30,False,20.56,6.74
2595,2024-01-02 10:56:00,2024-01-02 11:59:00,249,128,1,11.87,277.72,53.46,331.18,Card,2,63.0,10,Tuesday,January,2024-01-02,False,23.4,19.25
2596,2024-01-18 13:19:00,2024-01-18 14:02:00,115,146,2,6.84,185.72,18.72,204.44,Cash,1,43.0,13,Thursday,January,2024-01-18,False,27.15,10.08
2597,2024-01-19 04:41:00,2024-01-19 04:48:00,180,248,2,22.06,457.96,71.89,529.85,Card,2,7.0,4,Friday,January,2024-01-19,False,20.76,15.7
2598,2024-01-14 16:35:00,2024-01-14 17:55:00,120,1,3,18.83,393.56,53.41,446.97,Card,1,80.0,16,Sunday,January,2024-01-14,False,20.9,13.57
2599,2024-01-21 08:29:00,2024-01-21 08:40:00,28,41,1,22.6,457.76,30.27,488.03,Cash,2,11.0,8,Sunday,January,2024-01-21,False,20.25,6.61
2600,2024-01-11 11:18:00,2024-01-11 12:11:00,117,73,1,20.64,422.79,56.74,479.53,Card,1,53.0,11,Thursday,January,2024-01-11,False,20.48,13.42
2601,2024-01-04 13:05:00,2024-01-04 13:35:00,191,160,1,24.77,500.95,74.72,575.67,Card,2,30.0,13,Thursday,January,2024-01-04,False,20.22,14.92
2602,2024-01-21 08:32:00,2024-01-21 09:09:00,145,212,1,5.61,143.3,26.11,169.41,Cash,1,37.0,8,Sunday,January,2024-01-21,False,25.54,18.22
2603,2024-01-02 23:19:00,2024-01-03 00:11:00,262,139,2,3.08,115.91,7.01,122.92,Card,1,52.0,23,Tuesday,January,2024-01-02,False,37.63,6.05
2604,2024-01-03 08:24:00,2024-01-03 09:47:00,142,43,1,9.09,214.17,20.21,234.38,Card,2,83.0,8,Wednesday,January,2024-01-03,False,23.56,9.44
2605,2024-01-30 17:41:00,2024-01-30 17:47:00,114,179,1,4.1,120.54,18.55,139.09,Cash,1,6.0,17,Tuesday,January,2024-01-30,False,29.4,15.39
2606,2024-01-10 08:53:00,2024-01-10 10:08:00,38,189,1,13.56,292.43,16.13,308.56,Card,2,75.0,8,Wednesday,January,2024-01-10,False,21.57,5.52
2607,2024-01-12 20:29:00,2024-01-12 21:05:00,197,246,1,16.19,336.83,27.13,363.96,Card,1,36.0,20,Friday,January,2024-01-12,False,20.8,8.05
2608,2024-01-06 05:31:00,2024-01-06 05:39:00,13,154,2,14.88,334.89,27.73,362.62,Card,1,8.0,5,Saturday,January,2024-01-06,False,22.51,8.28
2609,2024-01-26 17:31:00,2024-01-26 17:55:00,112,104,1,7.22,175.03,26.32,201.35,Card,2,24.0,17,Friday,January,2024-01-26,False,24.24,15.04
2610,2024-01-06 08:56:00,2024-01-06 09:36:00,137,11,3,22.81,477.07,44.32,521.39,Card,1,40.0,8,Saturday,January,2024-01-06,False,20.91,9.29
2611,2024-01-06 08:30:00,2024-01-06 09:06:00,172,25,2,1.51,84.35,11.8,96.15,Cash,2,36.0,8,Saturday,January,2024-01-06,False,55.86,13.99
2612,2024-01-02 02:59:00,2024-01-02 03:31:00,127,25,1,9.35,234.32,45.65,279.97,Cash,1,32.0,2,Tuesday,January,2024-01-02,False,25.06,19.48
2613,2024-01-10 16:55:00,2024-01-10 18:16:00,19,84,1,18.26,382.9,64.7,447.6,Card,2,81.0,16,Wednesday,January,2024-01-10,False,20.97,16.9
2614,2024-01-17 03:32:00,2024-01-17 03:37:00,208,106,2,19.41,417.21,41.69,458.9,Card,1,5.0,3,Wednesday,January,2024-01-17,False,21.49,9.99
2615,2024-01-11 14:21:00,2024-01-11 15:25:00,158,241,1,10.99,244.16,29.51,273.67,Card,1,64.0,14,Thursday,January,2024-01-11,False,22.22,12.09
2616,2024-01-01 23:51:00,2024-01-02 00:51:00,160,119,2,1.41,82.02,6.57,88.59,Card,2,60.0,23,Monday,January,2024-01-01,False,58.17,8.01
2617,2024-01-07 07:07:00,2024-01-07 07:46:00,240,108,1,15.83,328.72,17.21,345.93,Cash,1,39.0,7,Sunday,January,2024-01-07,False,20.77,5.24
2618,2024-01-27 00:41:00,2024-01-27 01:15:00,79,180,1,2.51,98.6,9.21,107.81,Cash,1,34.0,0,Saturday,January,2024-01-27,False,39.28,9.34
2619,2024-01-19 18:37:00,2024-01-19 19:35:00,197,131,4,3.59,121.72,12.83,134.55,Cash,2,58.0,18,Friday,January,2024-01-19,False,33.91,10.54
2620,2024-01-07 15:17:00,2024-01-07 15:57:00,120,91,2,16.61,357.15,48.09,405.24,Card,1,40.0,15,Sunday,January,2024-01-07,False,21.5,13.46
2621,2024-01-07 13:15:00,2024-01-07 14:14:00,248,241,1,8.5,203.97,39.08,243.05,Card,2,59.0,13,Sunday,January,2024-01-07,False,24.0,19.16
2622,2024-01-27 05:26:00,2024-01-27 06:50:00,139,247,1,9.35,210.59,40.47,251.06,Card,1,84.0,5,Saturday,January,2024-01-27,False,22.52,19.22
2623,2024-01-01 02:42:00,2024-01-01 03:44:00,226,168,1,12.68,287.9,17.42,305.32,Card,1,62.0,2,Monday,January,2024-01-01,False,22.71,6.05
2624,2024-01-25 03:02:00,2024-01-25 04:29:00,83,223,2,24.49,495.47,70.45,565.92,Card,2,87.0,3,Thursday,January,2024-01-25,False,20.23,14.22
2625,2024-01-14 15:55:00,2024-01-14 17:04:00,26,190,1,24.17,479.17,27.0,506.17,Cash,2,69.0,15,Sunday,January,2024-01-14,False,19.82,5.63
2626,2024-01-06 21:01:00,2024-01-06 22:14:00,128,19,1,10.99,265.9,39.14,305.04,Card,1,73.0,21,Saturday,January,2024-01-06,False,24.19,14.72
2627,2024-01-12 19:35:00,2024-01-12 20:30:00,223,14,4,7.37,201.33,13.62,214.95,Card,2,55.0,19,Friday,January,2024-01-12,False,27.32,6.77
2628,2024-01-23 15:11:00,2024-01-23 15:37:00,44,243,1,8.26,214.38,41.15,255.53,Card,1,26.0,15,Tuesday,January,2024-01-23,False,25.95,19.19
2629,2024-01-20 11:27:00,2024-01-20 12:24:00,84,109,1,7.45,199.42,35.83,235.25,Cash,1,57.0,11,Saturday,January,2024-01-20,False,26.77,17.97
2630,2024-01-25 03:42:00,2024-01-25 04:22:00,25,190,2,13.77,290.82,15.52,306.34,Cash,2,40.0,3,Thursday,January,2024-01-25,False,21.12,5.34
2631,2024-01-07 19:53:00,2024-01-07 21:05:00,220,218,1,15.56,349.88,58.54,408.42,Card,2,72.0,19,Sunday,January,2024-01-07,False,22.49,16.73
2632,2024-01-06 11:36:00,2024-01-06 12:16:00,204,236,1,12.73,281.15,40.87,322.02,Cash,2,40.0,11,Saturday,January,2024-01-06,False,22.09,14.54
2633,2024-01-23 21:32:00,2024-01-23 22:28:00,193,168,1,10.79,239.11,29.72,268.83,Card,2,56.0,21,Tuesday,January,2024-01-23,False,22.16,12.43
2634,2024-01-30 00:40:00,2024-01-30 01:37:00,2,193,4,6.07,173.62,24.38,198.0,Card,1,57.0,0,Tuesday,January,2024-01-30,False,28.6,14.04
2635,2024-01-22 04:28:00,2024-01-22 05:54:00,202,242,1,12.58,273.21,41.46,314.67,Card,1,86.0,4,Monday,January,2024-01-22,False,21.72,15.18
2636,2024-01-04 17:07:00,2024-01-04 18:01:00,32,162,1,9.19,221.21,40.41,261.62,Card,2,54.0,17,Thursday,January,2024-01-04,False,24.07,18.27
2637,2024-01-22 01:14:00,2024-01-22 02:38:00,89,135,2,14.0,295.84,48.84,344.68,Card,1,84.0,1,Monday,January,2024-01-22,False,21.13,16.51
2638,2024-01-02 20:03:00,2024-01-02 20:48:00,202,193,1,17.2,363.84,49.59,413.43,Card,2,45.0,20,Tuesday,January,2024-01-02,False,21.15,13.63
2639,2024-01-29 07:45:00,2024-01-29 08:07:00,178,89,2,16.2,348.34,60.5,408.84,Card,1,22.0,7,Monday,January,2024-01-29,False,21.5,17.37
2640,2024-01-13 23:21:00,2024-01-13 23:47:00,193,42,1,12.1,271.18,53.7,324.88,Card,2,26.0,23,Saturday,January,2024-01-13,False,22.41,19.8
2641,2024-01-27 14:48:00,2024-01-27 15:58:00,160,93,2,14.35,300.38,28.54,328.92,Card,1,70.0,14,Saturday,January,2024-01-27,False,20.93,9.5
2642,2024-01-12 00:52:00,2024-01-12 01:17:00,204,215,2,7.84,195.67,13.26,208.93,Cash,1,25.0,0,Friday,January,2024-01-12,False,24.96,6.78
2643,2024-01-12 20:33:00,2024-01-12 21:21:00,241,1,3,1.58,82.51,13.18,95.69,Card,2,48.0,20,Friday,January,2024-01-12,False,52.22,15.97
2644,2024-01-26 12:48:00,2024-01-26 13:39:00,115,164,1,16.0,335.85,66.09,401.94,Card,1,51.0,12,Friday,January,2024-01-26,False,20.99,19.68
2645,2024-01-22 07:22:00,2024-01-22 08:05:00,210,106,3,7.06,194.73,13.15,207.88,Card,2,43.0,7,Monday,January,2024-01-22,False,27.58,6.75
2646,2024-01-23 09:42:00,2024-01-23 10:15:00,222,232,1,17.05,359.43,41.25,400.68,Card,2,33.0,9,Tuesday,January,2024-01-23,False,21.08,11.48
2647,2024-01-22 18:38:00,2024-01-22 19:36:00,182,46,2,18.93,406.66,24.13,430.79,Card,1,58.0,18,Monday,January,2024-01-22,False,21.48,5.93
2648,2024-01-10 22:09:00,2024-01-10 23:38:00,259,205,1,22.98,456.93,76.07,533.0,Card,1,89.0,22,Wednesday,January,2024-01-10,False,19.88,16.65
2649,2024-01-06 12:07:00,2024-01-06 12:28:00,40,21,1,23.99,481.39,92.57,573.96,Card,1,21.0,12,Saturday,January,2024-01-06,False,20.07,19.23
2650,2024-01-01 19:31:00,2024-01-01 20:55:00,60,177,1,1.25,67.79,8.46,76.25,Cash,2,84.0,19,Monday,January,2024-01-01,False,54.23,12.48
2651,2024-01-09 06:38:00,2024-01-09 07:42:00,11,167,1,24.77,498.11,55.5,553.61,Card,1,64.0,6,Tuesday,January,2024-01-09,False,20.11,11.14
2652,2024-01-30 02:23:00,2024-01-30 02:58:00,120,8,1,17.39,356.37,66.34,422.71,Cash,1,35.0,2,Tuesday,January,2024-01-30,False,20.49,18.62
2653,2024-01-28 03:50:00,2024-01-28 05:07:00,42,212,2,16.44,349.15,24.44,373.59,Card,2,77.0,3,Sunday,January,2024-01-28,False,21.24,7.0
2654,2024-01-09 06:49:00,2024-01-09 08:11:00,190,163,1,1.37,75.28,13.83,89.11,Card,1,82.0,6,Tuesday,January,2024-01-09,False,54.95,18.37
2655,2024-01-02 18:19:00,2024-01-02 19:12:00,123,45,2,21.67,436.76,47.53,484.29,Card,1,53.0,18,Tuesday,January,2024-01-02,False,20.16,10.88
2656,2024-01-26 12:07:00,2024-01-26 12:13:00,189,233,1,4.49,140.09,18.76,158.85,Card,1,6.0,12,Friday,January,2024-01-26,False,31.2,13.39
2657,2024-01-16 17:49:00,2024-01-16 18:41:00,252,53,1,21.1,448.33,57.94,506.27,Card,1,52.0,17,Tuesday,January,2024-01-16,False,21.25,12.92
2658,2024-01-04 18:32:00,2024-01-04 18:50:00,92,233,1,1.37,70.87,10.09,80.96,Card,1,18.0,18,Thursday,January,2024-01-04,False,51.73,14.24
2659,2024-01-15 08:04:00,2024-01-15 09:07:00,213,171,1,16.5,358.35,68.56,426.91,Card,1,63.0,8,Monday,January,2024-01-15,False,21.72,19.13
2660,2024-01-14 00:25:00,2024-01-14 01:27:00,202,6,1,11.44,268.19,51.67,319.86,Card,2,62.0,0,Sunday,January,2024-01-14,False,23.44,19.27
2661,2024-01-20 14:28:00,2024-01-20 15:30:00,155,44,6,5.82,159.7,27.9,187.6,Card,1,62.0,14,Saturday,January,2024-01-20,False,27.44,17.47
2662,2024-01-24 23:21:00,2024-01-25 00:16:00,195,91,1,3.58,131.37,10.34,141.71,Card,1,55.0,23,Wednesday,January,2024-01-24,False,36.7,7.87
2663,2024-01-23 00:23:00,2024-01-23 01:51:00,28,196,2,11.56,277.07,27.71,304.78,Card,1,88.0,0,Tuesday,January,2024-01-23,False,23.97,10.0
2664,2024-01-19 16:48:00,2024-01-19 16:54:00,194,4,1,3.96,122.15,15.05,137.2,Card,2,6.0,16,Friday,January,2024-01-19,False,30.85,12.32
2665,2024-01-13 17:22:00,2024-01-13 18:07:00,223,121,3,12.67,287.59,53.44,341.03,Cash,2,45.0,17,Saturday,January,2024-01-13,False,22.7,18.58
2666,2024-01-16 12:40:00,2024-01-16 14:07:00,107,63,1,16.01,348.05,44.6,392.65,Card,1,87.0,12,Tuesday,January,2024-01-16,False,21.74,12.81
2667,2024-01-21 04:15:00,2024-01-21 05:41:00,149,92,4,20.86,427.59,84.07,511.66,Card,2,86.0,4,Sunday,January,2024-01-21,False,20.5,19.66
2668,2024-01-30 18:51:00,2024-01-30 19:11:00,135,247,1,17.29,360.72,71.27,431.99,Card,2,20.0,18,Tuesday,January,2024-01-30,False,20.86,19.76
2669,2024-01-12 08:56:00,2024-01-12 09:04:00,95,219,1,2.56,114.09,15.95,130.04,Card,2,8.0,8,Friday,January,2024-01-12,False,44.57,13.98
2670,2024-01-05 13:48:00,2024-01-05 14:04:00,126,231,1,8.38,214.54,38.97,253.51,Card,1,16.0,13,Friday,January,2024-01-05,False,25.6,18.16
2671,2024-01-18 08:40:00,2024-01-18 09:13:00,12,188,1,7.91,185.81,37.14,222.95,Card,2,33.0,8,Thursday,January,2024-01-18,False,23.49,19.99
2672,2024-01-05 09:04:00,2024-01-05 09:15:00,4,168,1,22.96,456.88,81.08,537.96,Cash,1,11.0,9,Friday,January,2024-01-05,False,19.9,17.75
2673,2024-01-06 02:25:00,2024-01-06 02:43:00,168,105,1,21.83,460.62,68.42,529.04,Card,2,18.0,2,Saturday,January,2024-01-06,False,21.1,14.85
2674,2024-01-21 08:20:00,2024-01-21 08:36:00,8,224,2,9.88,220.28,38.94,259.22,Card,2,16.0,8,Sunday,January,2024-01-21,False,22.3,17.68
2675,2024-01-17 20:19:00,2024-01-17 20:28:00,124,115,1,2.71,109.43,6.83,116.26,Card,2,9.0,20,Wednesday,January,2024-01-17,False,40.38,6.24
2676,2024-01-18 16:30:00,2024-01-18 17:55:00,185,235,1,22.46,451.08,65.51,516.59,Card,1,85.0,16,Thursday,January,2024-01-18,False,20.08,14.52
2677,2024-01-16 23:37:00,2024-01-17 00:13:00,35,230,1,22.32,442.82,36.52,479.34,Card,1,36.0,23,Tuesday,January,2024-01-16,False,19.84,8.25
2678,2024-01-11 15:52:00,2024-01-11 17:10:00,73,217,2,21.51,428.97,28.92,457.89,Card,2,78.0,15,Thursday,January,2024-01-11,False,19.94,6.74
2679,2024-01-24 04:05:00,2024-01-24 04:52:00,13,34,1,21.28,434.25,79.87,514.12,Card,2,47.0,4,Wednesday,January,2024-01-24,False,20.41,18.39
2680,2024-01-14 12:06:00,2024-01-14 13:31:00,39,197,2,12.53,267.87,39.09,306.96,Card,1,85.0,12,Sunday,January,2024-01-14,False,21.38,14.59
2681,2024-01-02 14:56:00,2024-01-02 16:09:00,84,214,1,5.26,152.58,13.2,165.78,Card,2,73.0,14,Tuesday,January,2024-01-02,False,29.01,8.65
2682,2024-01-07 20:39:00,2024-01-07 21:28:00,21,46,1,12.46,283.7,30.64,314.34,Card,1,49.0,20,Sunday,January,2024-01-07,False,22.77,10.8
2683,2024-01-23 10:36:00,2024-01-23 10:49:00,253,240,1,12.87,282.86,55.44,338.3,Card,1,13.0,10,Tuesday,January,2024-01-23,False,21.98,19.6
2684,2024-01-24 03:40:00,2024-01-24 04:33:00,258,254,4,12.76,291.97,52.36,344.33,Cash,2,53.0,3,Wednesday,January,2024-01-24,False,22.88,17.93
2685,2024-01-06 05:21:00,2024-01-06 05:58:00,30,228,1,13.93,305.44,15.99,321.43,Card,2,37.0,5,Saturday,January,2024-01-06,False,21.93,5.24
2686,2024-01-05 06:51:00,2024-01-05 07:13:00,128,221,1,7.18,182.15,35.88,218.03,Card,1,22.0,6,Friday,January,2024-01-05,False,25.37,19.7
2687,2024-01-17 07:21:00,2024-01-17 07:34:00,40,166,2,9.79,228.43,24.05,252.48,Card,2,13.0,7,Wednesday,January,2024-01-17,False,23.33,10.53
